,0,1,2,3,4,5,6
156,2.3025851,8.896725,2.0,4.0,4.248495,1.0,1.0
157,3.583519,6.812345,4.0,4.0,3.583519,1.0,1.0
158,1.7917595,7.999007,1.0,2.0,3.465736,1.0,1.0
159,2.8903718,7.0308576,4.0,2.0,3.4965076,1.0,1.0
160,2.3978953,7.36328,4.0,1.0,2.9957323,1.0,1.0
161,3.1780539,8.287025,2.0,4.0,3.218876,1.0,1.0
162,3.1780539,7.5678625,4.0,4.0,3.4339871,2.0,1.0
163,2.7080503,6.856462,4.0,3.0,3.4965076,2.0,2.0
164,2.4849067,6.637258,4.0,1.0,3.2580965,1.0,1.0
165,3.1780539,7.632401,3.0,2.0,3.5263605,1.0,1.0
166,3.0445225,8.13564,2.0,1.0,3.2580965,2.0,1.0
167,3.4011974,8.920656,4.0,1.0,3.9702919,1.0,1.0
168,2.4849067,7.854381,2.0,1.0,3.7376697,1.0,1.0
169,1.7917595,5.8230457,4.0,4.0,3.9512436,2.0,1.0
170,2.4849067,7.582229,4.0,2.0,3.4339871,2.0,2.0
171,3.0445225,6.347389,4.0,4.0,4.1743875,2.0,1.0
172,3.583519,9.166597,1.0,1.0,3.3322046,2.0,1.0
173,3.583519,8.401782,2.0,2.0,3.4011974,2.0,1.0
174,3.0445225,7.4067106,4.0,2.0,3.6888795,2.0,2.0
175,3.1780539,8.236686,4.0,4.0,3.912023,1.0,1.0
176,2.8903718,6.784457,4.0,4.0,3.583519,1.0,2.0
177,2.7080503,7.21524,4.0,2.0,3.4339871,2.0,1.0
178,2.1972246,8.542666,2.0,4.0,4.304065,1.0,2.0
179,2.7725887,7.0690236,2.0,3.0,4.2195077,3.0,1.0
180,2.4849067,6.5132303,4.0,1.0,2.9957323,1.0,1.0
181,2.8903718,8.084562,1.0,4.0,3.4965076,2.0,1.0
182,3.1780539,8.431853,2.0,3.0,3.988984,3.0,1.0
183,3.871201,8.254269,4.0,4.0,3.5263605,1.0,2.0
184,3.295837,8.272571,4.0,2.0,3.583519,1.0,2.0
185,1.7917595,7.653495,2.0,2.0,3.3672957,1.0,1.0
186,3.8066626,8.016648,4.0,4.0,3.0445225,1.0,1.0
187,2.1972246,7.3138866,2.0,3.0,3.5263605,2.0,1.0
188,1.7917595,7.231287,1.0,1.0,3.3322046,2.0,1.0
189,2.4849067,6.857514,4.0,4.0,3.295837,4.0,1.0
190,3.1780539,7.922986,4.0,4.0,3.583519,1.0,1.0
191,2.8903718,8.365672,4.0,3.0,3.6888795,1.0,1.0
192,2.1972246,6.8416157,4.0,2.0,3.9512436,2.0,1.0
193,2.4849067,7.0630484,4.0,3.0,3.295837,1.0,1.0
194,3.295837,8.540323,3.0,4.0,3.2580965,2.0,1.0
195,2.4849067,6.8046145,4.0,4.0,3.0445225,1.0,1.0
196,2.4849067,7.3098817,4.0,1.0,3.637586,2.0,2.0
197,3.4011974,9.270777,3.0,4.0,3.637586,3.0,2.0
198,2.4849067,7.5678625,4.0,4.0,3.7612002,3.0,1.0
199,2.4849067,7.261225,4.0,3.0,3.2580965,1.0,1.0
200,3.1780539,8.789965,2.0,2.0,3.0445225,1.0,1.0
201,2.1972246,8.030735,1.0,2.0,3.4965076,2.0,2.0
202,3.583519,8.2519245,2.0,4.0,3.8066626,1.0,1.0
203,3.295837,8.574141,2.0,4.0,3.912023,2.0,1.0
204,3.4011974,7.553811,4.0,4.0,4.189655,1.0,1.0
205,3.583519,8.114325,4.0,2.0,3.9318256,1.0,1.0
206,1.7917595,6.8373327,1.0,3.0,3.6635616,2.0,1.0
207,2.8903718,8.040447,3.0,1.0,3.4339871,1.0,1.0
208,3.583519,8.272059,2.0,2.0,3.1354942,1.0,1.0
209,3.1780539,8.013343,2.0,2.0,3.1780539,1.0,1.0
210,2.3025851,7.218177,2.0,4.0,4.158883,1.0,1.0
211,2.4849067,6.437752,4.0,1.0,3.2580965,1.0,1.0
212,2.4849067,7.090077,4.0,4.0,3.1354942,1.0,1.0
213,2.4849067,6.561031,4.0,2.0,3.4011974,2.0,1.0
214,3.1780539,7.999007,4.0,4.0,3.465736,2.0,2.0
215,2.7080503,8.446127,3.0,2.0,3.4011974,1.0,1.0
216,3.583519,7.868254,4.0,2.0,3.295837,2.0,1.0
217,3.871201,9.302099,1.0,2.0,3.295837,2.0,1.0
218,2.4849067,8.970178,4.0,4.0,3.9702919,1.0,1.0
219,2.1972246,7.298445,4.0,2.0,3.0910425,1.0,1.0
220,3.1780539,8.05484,4.0,1.0,3.0910425,1.0,1.0
221,3.583519,8.345218,4.0,2.0,3.2580965,1.0,1.0
222,2.1972246,7.8268423,2.0,4.0,3.9318256,1.0,1.0
223,2.4849067,7.6690283,3.0,1.0,3.5553482,1.0,1.0
224,2.8903718,6.763885,4.0,2.0,3.218876,1.0,1.0
225,1.3862944,7.3421316,2.0,1.0,3.7376697,3.0,2.0
226,3.1780539,7.508239,4.0,2.0,3.4011974,1.0,2.0
227,1.7917595,9.58569,1.0,2.0,3.1354942,1.0,1.0
228,3.0445225,7.925519,4.0,2.0,4.1108737,2.0,1.0
229,2.4849067,7.1631722,4.0,2.0,3.5553482,2.0,1.0
230,3.4011974,7.8328075,1.0,3.0,3.6635616,1.0,2.0
231,3.1780539,6.818924,4.0,2.0,3.3672957,1.0,1.0
232,1.7917595,7.374629,3.0,2.0,3.9318256,1.0,2.0
233,3.871201,8.434898,3.0,4.0,3.1780539,2.0,2.0
234,2.4849067,7.077498,3.0,2.0,3.295837,2.0,1.0
235,2.4849067,8.14526,4.0,3.0,3.5553482,1.0,2.0
236,3.1780539,7.1372786,4.0,1.0,3.218876,1.0,1.0
237,2.4849067,6.5750756,4.0,4.0,3.9512436,3.0,1.0
238,3.1780539,7.562681,2.0,2.0,3.2580965,1.0,1.0
239,2.8903718,6.070738,3.0,4.0,3.0910425,1.0,1.0
240,1.7917595,6.50129,3.0,4.0,3.6635616,2.0,1.0
241,2.4849067,7.71913,1.0,2.0,3.8286414,1.0,1.0
242,3.4011974,7.673223,4.0,2.0,3.1780539,1.0,1.0
243,3.1780539,8.331104,2.0,3.0,3.5553482,2.0,1.0
244,2.1972246,7.615791,2.0,1.0,3.1780539,1.0,1.0
245,4.0943446,8.911665,1.0,1.0,3.295837,1.0,1.0
246,3.1780539,7.8950634,4.0,2.0,3.5553482,2.0,1.0
247,2.4849067,7.672758,4.0,1.0,3.3672957,1.0,1.0
248,2.7080503,8.24591,1.0,4.0,3.1354942,1.0,1.0
249,2.3978953,7.0509896,4.0,4.0,4.0430512,3.0,1.0
250,2.4849067,7.412764,2.0,2.0,3.295837,1.0,1.0
251,3.1780539,7.379632,4.0,4.0,4.0073333,1.0,1.0
252,2.8903718,8.575839,2.0,4.0,3.583519,3.0,1.0
253,2.4849067,7.9186287,2.0,4.0,4.0430512,3.0,1.0
254,2.7080503,6.6871085,4.0,3.0,3.6109178,1.0,2.0
255,3.583519,8.7489395,4.0,4.0,3.583519,2.0,1.0
256,3.1780539,7.334982,4.0,3.0,3.637586,1.0,1.0
257,3.1780539,6.906755,4.0,2.0,3.218876,2.0,1.0
258,2.4849067,7.245655,3.0,4.0,3.6109178,1.0,1.0
259,3.871201,9.406647,4.0,4.0,3.583519,1.0,1.0
260,3.871201,8.02617,4.0,4.0,3.3322046,2.0,1.0
261,3.4011974,9.392495,1.0,1.0,3.5263605,1.0,1.0
262,2.1972246,7.899895,1.0,2.0,3.465736,1.0,2.0
263,2.8903718,7.784889,2.0,2.0,3.2580965,2.0,1.0
264,2.4849067,7.140453,2.0,4.0,3.8918202,1.0,1.0
265,1.7917595,8.4362,1.0,4.0,3.465736,1.0,1.0
266,3.1780539,7.550135,4.0,4.0,3.3672957,1.0,1.0
267,2.7080503,8.122074,3.0,4.0,3.1354942,2.0,1.0
268,2.4849067,7.3613753,4.0,2.0,3.912023,1.0,1.0
269,2.8903718,7.2758646,4.0,4.0,3.8918202,1.0,1.0
270,2.7080503,7.3264656,4.0,4.0,4.1431346,1.0,1.0
271,3.1780539,8.263075,4.0,2.0,3.6109178,1.0,1.0
272,3.8501475,9.280053,1.0,1.0,3.5553482,1.0,1.0
273,3.871201,8.473868,4.0,3.0,3.2580965,1.0,2.0
274,3.871201,8.933533,2.0,4.0,3.4339871,1.0,1.0
275,2.4849067,6.995766,4.0,4.0,3.8918202,2.0,1.0
276,3.1780539,6.931472,4.0,4.0,3.871201,1.0,1.0
277,3.583519,9.1482525,1.0,4.0,3.3322046,1.0,1.0
278,3.1780539,8.767017,2.0,4.0,3.7841897,2.0,2.0
279,3.7376697,8.475537,4.0,4.0,4.0253515,1.0,1.0
280,3.871201,8.939713,4.0,2.0,3.8286414,2.0,2.0
281,3.871201,9.206332,1.0,2.0,3.2580965,1.0,1.0
282,2.4849067,8.449985,1.0,4.0,2.9957323,1.0,1.0
283,2.8903718,7.830028,3.0,4.0,3.7612002,1.0,1.0
284,3.0445225,7.9175363,3.0,2.0,3.465736,2.0,1.0
285,1.7917595,6.510258,1.0,4.0,3.988984,1.0,1.0
286,3.583519,8.243809,4.0,1.0,3.7376697,1.0,1.0
287,3.1780539,7.2034054,4.0,2.0,3.6109178,2.0,2.0
288,2.3025851,6.945051,4.0,3.0,3.8918202,2.0,1.0
289,3.871201,9.22296,2.0,2.0,3.7841897,1.0,1.0
290,1.7917595,7.341484,4.0,2.0,3.4965076,1.0,1.0
291,3.4011974,8.478661,2.0,4.0,3.1780539,1.0,1.0
292,2.4849067,6.5889263,4.0,3.0,3.4965076,1.0,1.0
293,2.0794415,7.1204443,3.0,4.0,3.1780539,1.0,1.0
294,2.1972246,5.620401,4.0,4.0,3.0910425,1.0,1.0
295,3.871201,8.59063,3.0,4.0,3.6888795,1.0,1.0
296,3.1780539,8.614501,4.0,1.0,3.218876,1.0,1.0
297,3.1780539,8.229244,2.0,4.0,3.2580965,1.0,1.0
298,2.4849067,6.529419,2.0,3.0,3.218876,1.0,1.0
299,3.583519,7.9179006,4.0,4.0,3.4339871,1.0,1.0
300,2.4849067,6.562444,2.0,3.0,3.637586,1.0,2.0
301,3.1780539,8.378161,1.0,4.0,3.871201,1.0,1.0
302,2.4849067,6.552508,4.0,2.0,3.465736,2.0,1.0
303,2.7080503,8.2005625,1.0,4.0,3.295837,2.0,1.0
304,3.4011974,8.354439,4.0,2.0,3.3322046,2.0,1.0
305,3.1780539,7.5694118,4.0,3.0,3.465736,1.0,1.0
306,3.1780539,7.9759083,2.0,1.0,3.5263605,1.0,1.0
307,2.8903718,7.8857055,4.0,2.0,3.3322046,1.0,1.0
308,2.8903718,6.9353704,4.0,3.0,3.583519,2.0,1.0
309,2.4849067,8.665786,2.0,4.0,3.8918202,1.0,1.0
310,3.1780539,7.3297496,4.0,3.0,3.5263605,1.0,2.0
311,3.583519,8.405814,4.0,2.0,3.4339871,1.0,1.0
312,1.7917595,6.973543,4.0,4.0,3.3322046,1.0,2.0
313,3.1780539,8.797095,2.0,4.0,4.317488,2.0,1.0
314,2.8903718,7.53048,4.0,2.0,3.4011974,2.0,1.0
315,4.0943446,8.9103155,4.0,2.0,3.1780539,1.0,1.0
316,3.871201,9.357898,2.0,4.0,3.1780539,2.0,1.0
317,3.1780539,8.321178,3.0,4.0,3.1354942,2.0,2.0
318,1.7917595,8.126814,1.0,4.0,3.7841897,1.0,1.0
319,2.5649493,7.650169,2.0,4.0,3.1354942,1.0,1.0
320,2.7080503,7.1507015,4.0,2.0,3.1780539,1.0,1.0
321,3.1780539,8.335431,4.0,4.0,3.3322046,1.0,1.0
322,2.3025851,7.327123,4.0,2.0,3.4339871,1.0,1.0
323,3.1780539,8.655737,2.0,4.0,3.1780539,2.0,1.0
324,3.0445225,8.188412,1.0,4.0,3.2580965,1.0,1.0
325,2.8903718,8.074961,1.0,3.0,3.218876,1.0,1.0
326,2.8903718,8.398185,1.0,1.0,3.4965076,1.0,1.0
327,2.3025851,8.281218,1.0,1.0,3.6109178,1.0,2.0
328,2.7080503,7.2855067,4.0,2.0,3.7612002,1.0,1.0
329,2.5649493,6.782192,4.0,4.0,3.1354942,2.0,1.0
330,3.1780539,8.231642,1.0,4.0,3.1354942,1.0,1.0
331,1.7917595,7.463363,1.0,2.0,3.5263605,2.0,1.0
332,2.1972246,7.035269,4.0,3.0,3.465736,2.0,2.0
333,2.1972246,7.1196356,1.0,4.0,3.1354942,1.0,1.0
334,2.8903718,8.079927,2.0,4.0,3.637586,1.0,1.0
335,2.4849067,8.732143,4.0,2.0,3.3322046,2.0,1.0
336,2.3025851,6.5889263,4.0,4.0,3.8286414,1.0,1.0
337,3.1780539,7.1276937,4.0,2.0,3.1354942,1.0,1.0
338,2.4849067,7.7540526,1.0,4.0,3.8918202,1.0,1.0
339,3.583519,8.403577,4.0,2.0,3.2580965,2.0,1.0
340,2.4849067,6.6541524,4.0,2.0,3.3322046,1.0,1.0
341,3.4011974,7.785721,4.0,4.0,3.1354942,1.0,1.0
342,2.8903718,7.12206,4.0,4.0,4.1108737,1.0,1.0
343,2.4849067,8.131236,2.0,3.0,3.6109178,1.0,1.0
344,2.4849067,7.7173514,2.0,2.0,3.583519,2.0,1.0
345,1.7917595,7.4764724,1.0,2.0,3.0445225,1.0,1.0
346,2.8903718,7.813187,4.0,1.0,3.218876,1.0,1.0
347,2.4849067,7.3408356,2.0,4.0,3.583519,1.0,1.0
348,2.8903718,8.255829,3.0,1.0,3.295837,2.0,1.0
349,2.8903718,8.202482,1.0,4.0,3.0910425,1.0,1.0
350,3.583519,8.144969,4.0,2.0,3.7376697,1.0,2.0
351,2.8903718,8.0067005,2.0,4.0,3.6888795,1.0,1.0
352,3.583519,8.03236,4.0,4.0,3.583519,1.0,1.0
353,2.8903718,8.711114,3.0,4.0,3.4965076,2.0,1.0
354,2.3025851,7.671361,1.0,3.0,3.1354942,2.0,1.0
355,4.0943446,9.52923,2.0,4.0,4.1431346,1.0,1.0
356,4.0943446,9.601166,3.0,4.0,4.0943446,2.0,1.0
357,3.871201,8.947025,2.0,4.0,3.6109178,1.0,1.0
358,2.8903718,7.7493224,2.0,3.0,3.5263605,2.0,1.0
359,1.9459101,6.7405195,3.0,4.0,3.583519,1.0,1.0
360,3.583519,9.569273,4.0,2.0,4.0430512,1.0,1.0
361,1.7917595,5.891644,4.0,4.0,3.9512436,2.0,1.0
362,2.9957323,7.7016525,4.0,4.0,3.6635616,1.0,1.0
363,2.8903718,9.470857,3.0,4.0,3.637586,1.0,1.0
364,3.0910425,7.156956,4.0,4.0,3.218876,1.0,1.0
365,2.4849067,7.192934,4.0,1.0,3.2580965,1.0,1.0
366,3.4011974,8.359838,2.0,2.0,3.2580965,2.0,1.0
367,2.8903718,7.713338,2.0,1.0,3.218876,2.0,1.0
368,2.8903718,7.026427,4.0,2.0,3.0445225,1.0,1.0
369,2.8903718,8.905716,4.0,4.0,3.6888795,2.0,1.0
370,2.7080503,7.7519054,2.0,4.0,3.295837,1.0,1.0
371,2.1972246,7.278629,3.0,2.0,3.295837,2.0,1.0
372,2.8903718,7.506592,2.0,2.0,3.4011974,1.0,1.0
373,2.4849067,6.8906093,1.0,4.0,2.944439,1.0,1.0
374,3.583519,8.0861025,2.0,4.0,3.6635616,1.0,2.0
375,1.7917595,7.579168,1.0,4.0,3.4339871,1.0,1.0
376,2.1972246,7.785721,2.0,3.0,3.4339871,1.0,1.0
377,3.6635616,9.372459,2.0,3.0,3.465736,1.0,1.0
378,2.4849067,7.854769,3.0,4.0,4.0073333,1.0,1.0
379,3.583519,7.761319,3.0,2.0,3.8286414,2.0,1.0
380,2.4849067,7.109062,1.0,1.0,3.8286414,2.0,1.0
381,3.1780539,7.3238306,4.0,1.0,3.7612002,2.0,1.0
382,2.8903718,7.2950563,3.0,4.0,3.6635616,1.0,1.0
383,2.8903718,7.5427437,4.0,4.0,3.3322046,2.0,1.0
384,3.1780539,9.0650835,2.0,2.0,3.295837,2.0,1.0
385,2.6390574,6.6871085,4.0,2.0,3.295837,2.0,1.0
386,2.8903718,7.9721212,4.0,4.0,3.7612002,1.0,2.0
387,3.1780539,7.620215,1.0,1.0,3.0910425,1.0,1.0
388,3.1780539,7.694848,4.0,4.0,3.7612002,2.0,2.0
389,3.1780539,8.081784,3.0,2.0,3.2580965,1.0,1.0
390,2.4849067,6.8448153,4.0,2.0,3.3322046,3.0,1.0
391,3.1780539,7.5842648,4.0,4.0,2.9957323,1.0,1.0
392,3.4965076,8.889171,3.0,2.0,3.5553482,2.0,1.0
393,2.4849067,7.73718,4.0,2.0,3.7376697,2.0,1.0
394,3.1780539,7.230563,4.0,2.0,3.5553482,1.0,1.0
395,3.583519,8.672829,2.0,2.0,3.5553482,2.0,2.0
396,2.4849067,7.855157,4.0,1.0,3.4965076,1.0,2.0
397,2.8903718,9.044404,1.0,2.0,3.1354942,2.0,1.0
398,3.0445225,7.9309254,1.0,2.0,3.4339871,1.0,1.0
399,2.8903718,6.9488974,4.0,2.0,3.4965076,1.0,1.0
