,0,1,2,3,4,5,6,7
29,31.0,3.1780539,8.299037,2.0,2.0,3.295837,1.0,1.0
30,32.0,2.8903718,8.6769285,2.0,2.0,3.4011974,2.0,1.0
31,33.0,2.4849067,7.1420364,4.0,4.0,4.0430512,1.0,1.0
32,34.0,2.4849067,7.295735,4.0,1.0,3.4965076,1.0,1.0
33,35.0,3.8066626,8.465057,4.0,2.0,3.218876,2.0,1.0
34,36.0,3.871201,8.717682,1.0,3.0,3.4339871,1.0,1.0
35,37.0,2.8903718,7.6496925,4.0,2.0,3.6109178,1.0,1.0
36,38.0,2.3025851,7.1106963,2.0,2.0,3.6109178,1.0,1.0
37,39.0,2.1972246,6.126869,4.0,3.0,3.1780539,1.0,1.0
38,40.0,3.4011974,7.7549105,4.0,2.0,3.4011974,1.0,1.0
39,41.0,2.4849067,7.0544496,3.0,1.0,3.2580965,1.0,1.0
40,42.0,2.8903718,8.732949,2.0,4.0,3.7841897,1.0,2.0
41,43.0,3.4011974,8.730206,1.0,4.0,3.1780539,2.0,1.0
42,44.0,3.871201,8.723068,4.0,4.0,4.060443,2.0,1.0
43,45.0,2.3978953,7.239215,4.0,4.0,3.5553482,2.0,1.0
44,46.0,3.583519,7.7402296,4.0,4.0,3.6635616,1.0,1.0
45,47.0,1.7917595,7.20934,1.0,2.0,3.1354942,1.0,1.0
46,48.0,2.3978953,8.885717,1.0,4.0,3.6635616,2.0,1.0
47,49.0,2.4849067,7.636752,4.0,2.0,3.3322046,1.0,1.0
48,50.0,3.1780539,7.7549105,4.0,2.0,3.3672957,1.0,1.0
49,51.0,3.295837,8.693665,1.0,2.0,3.4011974,2.0,1.0
50,52.0,2.4849067,7.140453,3.0,2.0,3.218876,1.0,1.0
51,53.0,2.8903718,8.125039,2.0,1.0,3.4339871,1.0,1.0
52,54.0,3.583519,7.7075124,4.0,4.0,4.0430512,2.0,1.0
53,55.0,1.7917595,6.6631327,1.0,2.0,3.2580965,1.0,2.0
54,56.0,2.4849067,8.774622,2.0,1.0,3.9512436,1.0,1.0
55,57.0,3.583519,9.165971,2.0,2.0,3.4339871,2.0,1.0
56,58.0,2.8903718,7.5812097,3.0,2.0,3.1354942,1.0,1.0
57,59.0,3.583519,8.736971,4.0,4.0,3.1354942,2.0,1.0
58,60.0,2.1972246,7.237778,2.0,1.0,3.295837,1.0,1.0
59,61.0,2.7080503,7.337588,4.0,4.0,3.912023,2.0,1.0
60,62.0,3.583519,7.5771217,4.0,4.0,4.1108737,1.0,1.0
61,63.0,3.871201,9.576441,2.0,2.0,3.218876,1.0,1.0
62,64.0,3.1780539,8.064951,4.0,4.0,3.2580965,1.0,1.0
63,65.0,3.295837,8.554489,4.0,4.0,3.871201,4.0,2.0
64,66.0,2.4849067,7.6829433,2.0,2.0,3.3672957,1.0,1.0
65,67.0,2.4849067,6.914731,4.0,1.0,3.0910425,1.0,1.0
66,68.0,3.583519,7.506042,4.0,4.0,3.6109178,1.0,1.0
67,69.0,3.583519,7.7807207,4.0,4.0,3.218876,1.0,1.0
68,70.0,3.583519,9.003685,1.0,2.0,3.4011974,1.0,1.0
69,71.0,1.9459101,6.5930448,4.0,2.0,3.8286414,2.0,1.0
70,72.0,2.0794415,7.0596175,3.0,4.0,3.9318256,2.0,2.0
71,73.0,3.7376697,8.691818,2.0,1.0,3.713572,2.0,1.0
72,74.0,3.583519,7.589336,4.0,4.0,3.6888795,1.0,1.0
73,75.0,2.4849067,7.330405,4.0,4.0,4.189655,2.0,1.0
74,76.0,3.7376697,8.285261,4.0,3.0,3.5263605,1.0,1.0
75,77.0,2.3978953,8.470311,2.0,4.0,3.9318256,1.0,1.0
76,78.0,3.988984,9.1522875,2.0,2.0,3.6635616,1.0,2.0
77,79.0,3.4011974,8.2511425,2.0,1.0,3.0910425,1.0,1.0
78,80.0,3.1780539,8.689969,1.0,1.0,3.7841897,2.0,1.0
79,81.0,2.7080503,7.100852,4.0,3.0,3.8501475,1.0,1.0
80,82.0,2.8903718,7.3575563,3.0,4.0,3.1780539,1.0,1.0
81,83.0,3.1780539,7.470224,4.0,4.0,4.060443,1.0,1.0
82,84.0,2.3025851,7.747165,3.0,4.0,3.9512436,1.0,1.0
83,85.0,2.4849067,7.2527623,4.0,2.0,3.3672957,2.0,1.0
84,86.0,2.8903718,7.166266,4.0,1.0,3.295837,2.0,1.0
85,87.0,3.583519,9.442404,1.0,4.0,3.8501475,1.0,2.0
86,88.0,2.8903718,7.7182407,4.0,3.0,3.4011974,1.0,2.0
87,89.0,2.4849067,7.010312,4.0,3.0,3.3322046,2.0,1.0
88,90.0,2.4849067,6.4264884,4.0,4.0,4.0253515,1.0,1.0
89,91.0,2.4849067,7.2506356,4.0,3.0,3.988984,1.0,1.0
90,92.0,2.4849067,6.680855,4.0,3.0,3.4965076,1.0,2.0
91,93.0,3.1780539,8.1934,4.0,4.0,2.9957323,2.0,1.0
92,94.0,2.4849067,7.183871,4.0,4.0,3.988984,1.0,1.0
93,95.0,3.988984,9.676901,3.0,4.0,4.060443,1.0,1.0
94,96.0,2.4849067,7.6068845,4.0,2.0,4.1108737,1.0,1.0
95,97.0,2.8903718,7.8716927,4.0,4.0,3.5263605,1.0,1.0
96,98.0,3.583519,7.7566233,4.0,4.0,3.583519,1.0,1.0
97,99.0,2.9957323,8.861775,3.0,4.0,3.583519,2.0,2.0
98,100.0,3.1780539,7.292337,4.0,4.0,3.713572,1.0,1.0
99,101.0,3.583519,7.7506146,4.0,4.0,3.1780539,1.0,1.0
100,102.0,1.7917595,6.8373327,3.0,2.0,3.1780539,1.0,1.0
101,103.0,2.1972246,7.5595593,4.0,3.0,3.5553482,1.0,1.0
102,104.0,2.4849067,7.8018003,2.0,4.0,3.2580965,1.0,1.0
103,105.0,3.1780539,9.387482,2.0,3.0,3.6635616,2.0,2.0
104,106.0,2.8903718,8.773075,2.0,4.0,3.6635616,2.0,2.0
105,107.0,2.4849067,8.712431,2.0,2.0,3.465736,1.0,1.0
106,109.0,2.6390574,7.251345,1.0,2.0,3.5553482,1.0,1.0
107,110.0,1.7917595,7.278629,1.0,2.0,3.4339871,2.0,2.0
108,111.0,2.7080503,5.971262,4.0,4.0,3.1354942,1.0,1.0
109,112.0,2.8903718,8.741936,3.0,3.0,3.3322046,1.0,1.0
110,113.0,3.583519,8.968905,4.0,2.0,3.218876,2.0,1.0
111,114.0,2.4849067,7.426549,3.0,1.0,3.5553482,1.0,1.0
112,115.0,3.871201,8.182559,4.0,1.0,3.8501475,1.0,1.0
113,116.0,3.7376697,8.878219,4.0,3.0,3.4011974,1.0,1.0
114,118.0,3.4965076,8.361942,1.0,4.0,3.1354942,2.0,1.0
115,119.0,2.4849067,7.768956,3.0,3.0,3.583519,1.0,1.0
116,120.0,3.0445225,7.5147996,3.0,2.0,3.218876,2.0,1.0
117,121.0,3.1780539,8.260493,4.0,2.0,3.713572,2.0,1.0
118,122.0,2.4849067,7.4776044,3.0,2.0,3.1780539,1.0,1.0
119,123.0,2.3025851,6.660575,4.0,4.0,4.1431346,2.0,1.0
120,124.0,2.8903718,7.5621614,4.0,3.0,3.295837,1.0,1.0
121,125.0,2.4849067,7.659643,4.0,2.0,3.4011974,2.0,1.0
122,126.0,2.4849067,6.552508,4.0,2.0,3.6888795,1.0,1.0
123,127.0,2.4849067,6.4599047,4.0,2.0,3.4011974,1.0,1.0
124,128.0,2.4849067,7.5283318,4.0,2.0,3.5263605,2.0,1.0
125,129.0,2.4849067,8.160233,3.0,2.0,3.3672957,2.0,1.0
126,130.0,3.871201,9.04629,1.0,2.0,3.1780539,1.0,1.0
127,131.0,3.583519,8.837391,4.0,3.0,3.3672957,1.0,1.0
128,132.0,2.7080503,7.9039655,2.0,3.0,3.295837,2.0,1.0
129,133.0,2.8903718,7.59287,4.0,4.0,3.8501475,2.0,1.0
130,134.0,4.0943446,9.224638,2.0,4.0,3.0445225,1.0,1.0
131,135.0,2.4849067,7.1228666,4.0,2.0,3.637586,2.0,1.0
132,136.0,3.295837,9.061028,2.0,2.0,3.295837,2.0,1.0
133,137.0,2.4849067,6.641182,4.0,3.0,4.189655,1.0,1.0
134,138.0,2.7080503,7.911324,4.0,2.0,3.5553482,3.0,1.0
135,139.0,2.4849067,7.539559,2.0,2.0,3.7841897,1.0,1.0
136,141.0,3.583519,8.475329,4.0,1.0,3.4011974,1.0,1.0
137,142.0,3.295837,8.136226,3.0,2.0,3.295837,1.0,1.0
138,143.0,2.8903718,7.808729,2.0,2.0,3.0910425,1.0,1.0
139,144.0,3.0445225,7.7354336,4.0,4.0,3.1354942,1.0,1.0
140,145.0,3.871201,8.1792,4.0,2.0,3.4011974,1.0,1.0
141,146.0,1.7917595,6.7569323,1.0,4.0,3.6635616,2.0,1.0
142,147.0,2.4849067,6.5250297,4.0,3.0,3.9318256,2.0,1.0
143,148.0,3.583519,8.588769,3.0,2.0,3.3322046,2.0,1.0
144,149.0,2.8903718,7.366445,4.0,4.0,3.8286414,2.0,1.0
145,150.0,1.7917595,7.2048926,2.0,4.0,3.7376697,1.0,2.0
146,152.0,3.583519,8.673855,4.0,1.0,3.1780539,1.0,1.0
147,153.0,3.1780539,8.95648,2.0,4.0,3.3672957,1.0,1.0
148,154.0,3.1780539,8.84894,4.0,4.0,3.583519,1.0,1.0
149,155.0,2.4849067,7.1561766,2.0,4.0,2.9957323,1.0,1.0
150,157.0,2.4849067,5.826,4.0,1.0,3.8066626,1.0,1.0
151,158.0,3.1780539,8.163941,2.0,3.0,3.637586,2.0,1.0
152,159.0,1.7917595,7.548556,1.0,2.0,3.5263605,2.0,2.0
153,160.0,3.1780539,7.962764,3.0,4.0,3.583519,1.0,2.0
154,161.0,2.8903718,6.961296,4.0,1.0,3.4011974,2.0,1.0
155,162.0,2.7080503,7.140453,4.0,3.0,3.583519,2.0,1.0
156,163.0,2.3025851,8.896725,2.0,4.0,4.248495,1.0,1.0
157,164.0,3.583519,6.812345,4.0,4.0,3.583519,1.0,1.0
158,165.0,1.7917595,7.999007,1.0,2.0,3.465736,1.0,1.0
159,166.0,2.8903718,7.0308576,4.0,2.0,3.4965076,1.0,1.0
160,167.0,2.3978953,7.36328,4.0,1.0,2.9957323,1.0,1.0
161,168.0,3.1780539,8.287025,2.0,4.0,3.218876,1.0,1.0
162,169.0,3.1780539,7.5678625,4.0,4.0,3.4339871,2.0,1.0
163,170.0,2.7080503,6.856462,4.0,3.0,3.4965076,2.0,2.0
164,171.0,2.4849067,6.637258,4.0,1.0,3.2580965,1.0,1.0
165,172.0,3.1780539,7.632401,3.0,2.0,3.5263605,1.0,1.0
166,174.0,3.0445225,8.13564,2.0,1.0,3.2580965,2.0,1.0
167,175.0,3.4011974,8.920656,4.0,1.0,3.9702919,1.0,1.0
168,176.0,2.4849067,7.854381,2.0,1.0,3.7376697,1.0,1.0
169,177.0,1.7917595,5.8230457,4.0,4.0,3.9512436,2.0,1.0
170,178.0,2.4849067,7.582229,4.0,2.0,3.4339871,2.0,2.0
171,179.0,3.0445225,6.347389,4.0,4.0,4.1743875,2.0,1.0
172,180.0,3.583519,9.166597,1.0,1.0,3.3322046,2.0,1.0
173,181.0,3.583519,8.401782,2.0,2.0,3.4011974,2.0,1.0
174,182.0,3.0445225,7.4067106,4.0,2.0,3.6888795,2.0,2.0
175,183.0,3.1780539,8.236686,4.0,4.0,3.912023,1.0,1.0
176,184.0,2.8903718,6.784457,4.0,4.0,3.583519,1.0,2.0
177,185.0,2.7080503,7.21524,4.0,2.0,3.4339871,2.0,1.0
178,186.0,2.1972246,8.542666,2.0,4.0,4.304065,1.0,2.0
179,187.0,2.7725887,7.0690236,2.0,3.0,4.2195077,3.0,1.0
180,188.0,2.4849067,6.5132303,4.0,1.0,2.9957323,1.0,1.0
181,189.0,2.8903718,8.084562,1.0,4.0,3.4965076,2.0,1.0
182,190.0,3.1780539,8.431853,2.0,3.0,3.988984,3.0,1.0
183,191.0,3.871201,8.254269,4.0,4.0,3.5263605,1.0,2.0
184,192.0,3.295837,8.272571,4.0,2.0,3.583519,1.0,2.0
185,193.0,1.7917595,7.653495,2.0,2.0,3.3672957,1.0,1.0
186,194.0,3.8066626,8.016648,4.0,4.0,3.0445225,1.0,1.0
187,195.0,2.1972246,7.3138866,2.0,3.0,3.5263605,2.0,1.0
188,196.0,1.7917595,7.231287,1.0,1.0,3.3322046,2.0,1.0
189,197.0,2.4849067,6.857514,4.0,4.0,3.295837,4.0,1.0
190,198.0,3.1780539,7.922986,4.0,4.0,3.583519,1.0,1.0
191,199.0,2.8903718,8.365672,4.0,3.0,3.6888795,1.0,1.0
192,200.0,2.1972246,6.8416157,4.0,2.0,3.9512436,2.0,1.0
193,201.0,2.4849067,7.0630484,4.0,3.0,3.295837,1.0,1.0
194,202.0,3.295837,8.540323,3.0,4.0,3.2580965,2.0,1.0
195,203.0,2.4849067,6.8046145,4.0,4.0,3.0445225,1.0,1.0
196,204.0,2.4849067,7.3098817,4.0,1.0,3.637586,2.0,2.0
197,205.0,3.4011974,9.270777,3.0,4.0,3.637586,3.0,2.0
198,206.0,2.4849067,7.5678625,4.0,4.0,3.7612002,3.0,1.0
199,207.0,2.4849067,7.261225,4.0,3.0,3.2580965,1.0,1.0
200,208.0,3.1780539,8.789965,2.0,2.0,3.0445225,1.0,1.0
201,210.0,2.1972246,8.030735,1.0,2.0,3.4965076,2.0,2.0
202,211.0,3.583519,8.2519245,2.0,4.0,3.8066626,1.0,1.0
203,212.0,3.295837,8.574141,2.0,4.0,3.912023,2.0,1.0
204,213.0,3.4011974,7.553811,4.0,4.0,4.189655,1.0,1.0
205,214.0,3.583519,8.114325,4.0,2.0,3.9318256,1.0,1.0
206,215.0,1.7917595,6.8373327,1.0,3.0,3.6635616,2.0,1.0
207,216.0,2.8903718,8.040447,3.0,1.0,3.4339871,1.0,1.0
208,217.0,3.583519,8.272059,2.0,2.0,3.1354942,1.0,1.0
209,218.0,3.1780539,8.013343,2.0,2.0,3.1780539,1.0,1.0
210,219.0,2.3025851,7.218177,2.0,4.0,4.158883,1.0,1.0
211,220.0,2.4849067,6.437752,4.0,1.0,3.2580965,1.0,1.0
212,221.0,2.4849067,7.090077,4.0,4.0,3.1354942,1.0,1.0
213,222.0,2.4849067,6.561031,4.0,2.0,3.4011974,2.0,1.0
214,223.0,3.1780539,7.999007,4.0,4.0,3.465736,2.0,2.0
215,224.0,2.7080503,8.446127,3.0,2.0,3.4011974,1.0,1.0
216,225.0,3.583519,7.868254,4.0,2.0,3.295837,2.0,1.0
217,226.0,3.871201,9.302099,1.0,2.0,3.295837,2.0,1.0
218,227.0,2.4849067,8.970178,4.0,4.0,3.9702919,1.0,1.0
219,228.0,2.1972246,7.298445,4.0,2.0,3.0910425,1.0,1.0
220,229.0,3.1780539,8.05484,4.0,1.0,3.0910425,1.0,1.0
221,230.0,3.583519,8.345218,4.0,2.0,3.2580965,1.0,1.0
222,231.0,2.1972246,7.8268423,2.0,4.0,3.9318256,1.0,1.0
223,232.0,2.4849067,7.6690283,3.0,1.0,3.5553482,1.0,1.0
224,233.0,2.8903718,6.763885,4.0,2.0,3.218876,1.0,1.0
225,234.0,1.3862944,7.3421316,2.0,1.0,3.7376697,3.0,2.0
226,235.0,3.1780539,7.508239,4.0,2.0,3.4011974,1.0,2.0
227,236.0,1.7917595,9.58569,1.0,2.0,3.1354942,1.0,1.0
228,237.0,3.0445225,7.925519,4.0,2.0,4.1108737,2.0,1.0
229,238.0,2.4849067,7.1631722,4.0,2.0,3.5553482,2.0,1.0
230,239.0,3.4011974,7.8328075,1.0,3.0,3.6635616,1.0,2.0
231,240.0,3.1780539,6.818924,4.0,2.0,3.3672957,1.0,1.0
232,241.0,1.7917595,7.374629,3.0,2.0,3.9318256,1.0,2.0
233,242.0,3.871201,8.434898,3.0,4.0,3.1780539,2.0,2.0
234,243.0,2.4849067,7.077498,3.0,2.0,3.295837,2.0,1.0
235,244.0,2.4849067,8.14526,4.0,3.0,3.5553482,1.0,2.0
236,245.0,3.1780539,7.1372786,4.0,1.0,3.218876,1.0,1.0
237,246.0,2.4849067,6.5750756,4.0,4.0,3.9512436,3.0,1.0
238,248.0,3.1780539,7.562681,2.0,2.0,3.2580965,1.0,1.0
239,249.0,2.8903718,6.070738,3.0,4.0,3.0910425,1.0,1.0
240,250.0,1.7917595,6.50129,3.0,4.0,3.6635616,2.0,1.0
241,251.0,2.4849067,7.71913,1.0,2.0,3.8286414,1.0,1.0
242,252.0,3.4011974,7.673223,4.0,2.0,3.1780539,1.0,1.0
243,253.0,3.1780539,8.331104,2.0,3.0,3.5553482,2.0,1.0
244,254.0,2.1972246,7.615791,2.0,1.0,3.1780539,1.0,1.0
245,255.0,4.0943446,8.911665,1.0,1.0,3.295837,1.0,1.0
246,256.0,3.1780539,7.8950634,4.0,2.0,3.5553482,2.0,1.0
247,257.0,2.4849067,7.672758,4.0,1.0,3.3672957,1.0,1.0
248,258.0,2.7080503,8.24591,1.0,4.0,3.1354942,1.0,1.0
249,259.0,2.3978953,7.0509896,4.0,4.0,4.0430512,3.0,1.0
250,260.0,2.4849067,7.412764,2.0,2.0,3.295837,1.0,1.0
251,261.0,3.1780539,7.379632,4.0,4.0,4.0073333,1.0,1.0
252,262.0,2.8903718,8.575839,2.0,4.0,3.583519,3.0,1.0
253,263.0,2.4849067,7.9186287,2.0,4.0,4.0430512,3.0,1.0
254,265.0,2.7080503,6.6871085,4.0,3.0,3.6109178,1.0,2.0
255,266.0,3.583519,8.7489395,4.0,4.0,3.583519,2.0,1.0
256,267.0,3.1780539,7.334982,4.0,3.0,3.637586,1.0,1.0
257,269.0,3.1780539,6.906755,4.0,2.0,3.218876,2.0,1.0
258,271.0,2.4849067,7.245655,3.0,4.0,3.6109178,1.0,1.0
259,272.0,3.871201,9.406647,4.0,4.0,3.583519,1.0,1.0
260,273.0,3.871201,8.02617,4.0,4.0,3.3322046,2.0,1.0
261,274.0,3.4011974,9.392495,1.0,1.0,3.5263605,1.0,1.0
262,275.0,2.1972246,7.899895,1.0,2.0,3.465736,1.0,2.0
263,276.0,2.8903718,7.784889,2.0,2.0,3.2580965,2.0,1.0
264,277.0,2.4849067,7.140453,2.0,4.0,3.8918202,1.0,1.0
265,278.0,1.7917595,8.4362,1.0,4.0,3.465736,1.0,1.0
266,279.0,3.1780539,7.550135,4.0,4.0,3.3672957,1.0,1.0
267,280.0,2.7080503,8.122074,3.0,4.0,3.1354942,2.0,1.0
268,281.0,2.4849067,7.3613753,4.0,2.0,3.912023,1.0,1.0
269,282.0,2.8903718,7.2758646,4.0,4.0,3.8918202,1.0,1.0
270,283.0,2.7080503,7.3264656,4.0,4.0,4.1431346,1.0,1.0
271,284.0,3.1780539,8.263075,4.0,2.0,3.6109178,1.0,1.0
272,285.0,3.8501475,9.280053,1.0,1.0,3.5553482,1.0,1.0
273,286.0,3.871201,8.473868,4.0,3.0,3.2580965,1.0,2.0
274,287.0,3.871201,8.933533,2.0,4.0,3.4339871,1.0,1.0
275,288.0,2.4849067,6.995766,4.0,4.0,3.8918202,2.0,1.0
276,289.0,3.1780539,6.931472,4.0,4.0,3.871201,1.0,1.0
277,291.0,3.583519,9.1482525,1.0,4.0,3.3322046,1.0,1.0
278,292.0,3.1780539,8.767017,2.0,4.0,3.7841897,2.0,2.0
279,293.0,3.7376697,8.475537,4.0,4.0,4.0253515,1.0,1.0
280,294.0,3.871201,8.939713,4.0,2.0,3.8286414,2.0,2.0
281,295.0,3.871201,9.206332,1.0,2.0,3.2580965,1.0,1.0
282,296.0,2.4849067,8.449985,1.0,4.0,2.9957323,1.0,1.0
283,298.0,2.8903718,7.830028,3.0,4.0,3.7612002,1.0,1.0
284,299.0,3.0445225,7.9175363,3.0,2.0,3.465736,2.0,1.0
285,300.0,1.7917595,6.510258,1.0,4.0,3.988984,1.0,1.0
286,301.0,3.583519,8.243809,4.0,1.0,3.7376697,1.0,1.0
287,302.0,3.1780539,7.2034054,4.0,2.0,3.6109178,2.0,2.0
288,303.0,2.3025851,6.945051,4.0,3.0,3.8918202,2.0,1.0
289,304.0,3.871201,9.22296,2.0,2.0,3.7841897,1.0,1.0
290,305.0,1.7917595,7.341484,4.0,2.0,3.4965076,1.0,1.0
291,306.0,3.4011974,8.478661,2.0,4.0,3.1780539,1.0,1.0
292,307.0,2.4849067,6.5889263,4.0,3.0,3.4965076,1.0,1.0
293,308.0,2.0794415,7.1204443,3.0,4.0,3.1780539,1.0,1.0
294,309.0,2.1972246,5.620401,4.0,4.0,3.0910425,1.0,1.0
295,310.0,3.871201,8.59063,3.0,4.0,3.6888795,1.0,1.0
296,311.0,3.1780539,8.614501,4.0,1.0,3.218876,1.0,1.0
297,312.0,3.1780539,8.229244,2.0,4.0,3.2580965,1.0,1.0
298,313.0,2.4849067,6.529419,2.0,3.0,3.218876,1.0,1.0
299,315.0,3.583519,7.9179006,4.0,4.0,3.4339871,1.0,1.0
300,316.0,2.4849067,6.562444,2.0,3.0,3.637586,1.0,2.0
301,317.0,3.1780539,8.378161,1.0,4.0,3.871201,1.0,1.0
302,318.0,2.4849067,6.552508,4.0,2.0,3.465736,2.0,1.0
303,319.0,2.7080503,8.2005625,1.0,4.0,3.295837,2.0,1.0
304,320.0,3.4011974,8.354439,4.0,2.0,3.3322046,2.0,1.0
305,321.0,3.1780539,7.5694118,4.0,3.0,3.465736,1.0,1.0
306,322.0,3.1780539,7.9759083,2.0,1.0,3.5263605,1.0,1.0
307,323.0,2.8903718,7.8857055,4.0,2.0,3.3322046,1.0,1.0
308,324.0,2.8903718,6.9353704,4.0,3.0,3.583519,2.0,1.0
309,326.0,2.4849067,8.665786,2.0,4.0,3.8918202,1.0,1.0
310,327.0,3.1780539,7.3297496,4.0,3.0,3.5263605,1.0,2.0
311,328.0,3.583519,8.405814,4.0,2.0,3.4339871,1.0,1.0
312,329.0,1.7917595,6.973543,4.0,4.0,3.3322046,1.0,2.0
313,330.0,3.1780539,8.797095,2.0,4.0,4.317488,2.0,1.0
314,331.0,2.8903718,7.53048,4.0,2.0,3.4011974,2.0,1.0
315,332.0,4.0943446,8.9103155,4.0,2.0,3.1780539,1.0,1.0
316,333.0,3.871201,9.357898,2.0,4.0,3.1780539,2.0,1.0
317,334.0,3.1780539,8.321178,3.0,4.0,3.1354942,2.0,2.0
318,335.0,1.7917595,8.126814,1.0,4.0,3.7841897,1.0,1.0
319,336.0,2.5649493,7.650169,2.0,4.0,3.1354942,1.0,1.0
320,337.0,2.7080503,7.1507015,4.0,2.0,3.1780539,1.0,1.0
321,338.0,3.1780539,8.335431,4.0,4.0,3.3322046,1.0,1.0
322,339.0,2.3025851,7.327123,4.0,2.0,3.4339871,1.0,1.0
323,340.0,3.1780539,8.655737,2.0,4.0,3.1780539,2.0,1.0
324,341.0,3.0445225,8.188412,1.0,4.0,3.2580965,1.0,1.0
325,342.0,2.8903718,8.074961,1.0,3.0,3.218876,1.0,1.0
326,343.0,2.8903718,8.398185,1.0,1.0,3.4965076,1.0,1.0
327,344.0,2.3025851,8.281218,1.0,1.0,3.6109178,1.0,2.0
328,345.0,2.7080503,7.2855067,4.0,2.0,3.7612002,1.0,1.0
329,346.0,2.5649493,6.782192,4.0,4.0,3.1354942,2.0,1.0
330,347.0,3.1780539,8.231642,1.0,4.0,3.1354942,1.0,1.0
331,348.0,1.7917595,7.463363,1.0,2.0,3.5263605,2.0,1.0
332,349.0,2.1972246,7.035269,4.0,3.0,3.465736,2.0,2.0
333,350.0,2.1972246,7.1196356,1.0,4.0,3.1354942,1.0,1.0
334,352.0,2.8903718,8.079927,2.0,4.0,3.637586,1.0,1.0
335,353.0,2.4849067,8.732143,4.0,2.0,3.3322046,2.0,1.0
336,354.0,2.3025851,6.5889263,4.0,4.0,3.8286414,1.0,1.0
337,355.0,3.1780539,7.1276937,4.0,2.0,3.1354942,1.0,1.0
338,356.0,2.4849067,7.7540526,1.0,4.0,3.8918202,1.0,1.0
339,357.0,3.583519,8.403577,4.0,2.0,3.2580965,2.0,1.0
340,358.0,2.4849067,6.6541524,4.0,2.0,3.3322046,1.0,1.0
341,359.0,3.4011974,7.785721,4.0,4.0,3.1354942,1.0,1.0
342,360.0,2.8903718,7.12206,4.0,4.0,4.1108737,1.0,1.0
343,361.0,2.4849067,8.131236,2.0,3.0,3.6109178,1.0,1.0
344,362.0,2.4849067,7.7173514,2.0,2.0,3.583519,2.0,1.0
345,363.0,1.7917595,7.4764724,1.0,2.0,3.0445225,1.0,1.0
346,364.0,2.8903718,7.813187,4.0,1.0,3.218876,1.0,1.0
347,365.0,2.4849067,7.3408356,2.0,4.0,3.583519,1.0,1.0
348,366.0,2.8903718,8.255829,3.0,1.0,3.295837,2.0,1.0
349,367.0,2.8903718,8.202482,1.0,4.0,3.0910425,1.0,1.0
350,368.0,3.583519,8.144969,4.0,2.0,3.7376697,1.0,2.0
351,369.0,2.8903718,8.0067005,2.0,4.0,3.6888795,1.0,1.0
352,370.0,3.583519,8.03236,4.0,4.0,3.583519,1.0,1.0
353,371.0,2.8903718,8.711114,3.0,4.0,3.4965076,2.0,1.0
354,372.0,2.3025851,7.671361,1.0,3.0,3.1354942,2.0,1.0
355,373.0,4.0943446,9.52923,2.0,4.0,4.1431346,1.0,1.0
356,374.0,4.0943446,9.601166,3.0,4.0,4.0943446,2.0,1.0
357,375.0,3.871201,8.947025,2.0,4.0,3.6109178,1.0,1.0
358,376.0,2.8903718,7.7493224,2.0,3.0,3.5263605,2.0,1.0
